,學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度
288,1003,東吳大學,D 日,D 博士,12,9,11,5,5,7,5,9,7,5,7,3,7,4,0,0,30 臺北市,1 一般,103
289,1003,東吳大學,D 日,M 碩士,187,202,139,168,119,118,124,136,0,0,0,0,0,0,0,0,30 臺北市,1 一般,103
290,1003,東吳大學,D 日,B 學士,1159,1697,1132,1633,1076,1637,1065,1626,104,132,0,0,0,0,314,336,30 臺北市,1 一般,103
291,1003,東吳大學,N 職,M 碩士,125,185,133,177,82,78,69,88,53,55,63,50,0,0,0,0,30 臺北市,1 一般,103
292,1003,東吳大學,P 進,B 學士,87,204,76,174,89,161,63,161,55,116,0,0,0,0,22,31,30 臺北市,1 一般,103
293,1004,中原大學,D 日,D 博士,60,13,50,15,40,14,44,14,30,7,38,6,26,9,0,0,03 桃園縣,1 一般,103
294,1004,中原大學,D 日,M 碩士,462,249,451,227,174,98,78,75,0,0,0,0,0,0,0,1,03 桃園縣,1 一般,103
295,1004,中原大學,D 日,B 學士,1826,1406,1767,1379,1747,1274,1568,1304,69,84,0,0,0,0,432,145,03 桃園縣,1 一般,103
296,1004,中原大學,D 日,X 4+X,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園縣,1 一般,103
297,1004,中原大學,N 職,M 碩士,172,120,198,135,127,43,90,27,39,22,42,22,0,0,0,2,03 桃園縣,1 一般,103
298,1005,淡江大學,D 日,D 博士,42,30,59,25,39,20,0,0,0,0,0,0,0,0,175,91,01 新北市,1 一般,103
299,1005,淡江大學,D 日,M 碩士,461,303,432,287,0,0,0,0,0,0,0,0,0,0,287,287,01 新北市,1 一般,103
300,1005,淡江大學,D 日,B 學士,2543,2384,2651,2482,2461,2445,2404,2466,31,32,0,0,0,0,616,325,01 新北市,1 一般,103
301,1005,淡江大學,N 職,M 碩士,241,226,223,217,0,0,0,0,0,0,0,0,0,0,191,152,01 新北市,1 一般,103
302,1005,淡江大學,N 修,C 二技,0,0,0,0,11,13,12,22,1,10,0,0,0,0,1,0,01 新北市,2 技職,103
303,1005,淡江大學,P 進,B 學士,330,243,301,282,263,242,220,275,0,0,0,0,0,0,104,102,01 新北市,1 一般,103
304,1006,中國文化大學,D 日,D 博士,45,30,44,26,48,22,39,22,51,27,51,24,55,35,0,0,30 臺北市,1 一般,103
305,1006,中國文化大學,D 日,M 碩士,277,227,261,218,194,170,152,166,0,0,0,0,0,0,0,0,30 臺北市,1 一般,103
306,1006,中國文化大學,D 日,B 學士,2406,2771,2391,2649,2287,2662,2168,2490,0,0,0,0,0,0,680,424,30 臺北市,1 一般,103
307,1006,中國文化大學,N 職,M 碩士,83,118,82,126,53,53,30,33,0,0,0,0,0,0,26,25,30 臺北市,1 一般,103
308,1006,中國文化大學,N 修,C 二技,0,0,0,0,13,31,21,37,6,6,0,0,0,0,2,0,30 臺北市,2 技職,103
309,1006,中國文化大學,N 修,X 4+X,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30 臺北市,1 一般,103
310,1006,中國文化大學,P 進,B 學士,250,367,253,360,234,437,182,290,0,0,0,0,0,0,127,164,30 臺北市,1 一般,103
311,1007,逢甲大學,D 日,D 博士,55,24,39,15,59,18,48,15,31,16,32,15,25,10,8,1,19 臺中市,1 一般,103
312,1007,逢甲大學,D 日,M 碩士,517,220,475,189,129,43,42,33,0,0,0,0,0,0,0,0,19 臺中市,1 一般,103
313,1007,逢甲大學,D 日,B 學士,2559,1567,2571,1578,2515,1552,2397,1446,41,36,0,0,0,0,487,111,19 臺中市,1 一般,103
314,1007,逢甲大學,N 職,M 碩士,281,187,244,170,88,40,69,21,37,13,0,0,0,0,0,0,19 臺中市,1 一般,103
315,1007,逢甲大學,P 進,B 學士,136,112,131,106,112,93,81,107,0,0,0,0,0,0,42,25,19 臺中市,1 一般,103
316,1008,靜宜大學,D 日,D 博士,3,6,2,3,5,2,1,1,1,1,4,1,6,1,0,0,06 臺中市,1 一般,103
317,1008,靜宜大學,D 日,M 碩士,78,121,89,132,63,47,36,63,0,0,0,0,0,0,0,0,06 臺中市,1 一般,103
318,1008,靜宜大學,D 日,B 學士,1076,1647,1009,1704,969,1721,923,1600,0,0,0,0,0,0,285,243,06 臺中市,1 一般,103
319,1008,靜宜大學,N 職,M 碩士,36,65,47,60,18,25,49,25,0,0,0,0,0,0,0,0,06 臺中市,1 一般,103
320,1008,靜宜大學,P 進,B 學士,0,0,0,0,24,18,14,17,0,0,0,0,0,0,7,1,06 臺中市,1 一般,103
321,1009,長庚大學,D 日,D 博士,65,26,58,22,50,21,42,23,55,22,51,13,28,16,31,14,03 桃園縣,1 一般,103
322,1009,長庚大學,D 日,M 碩士,307,233,313,177,110,105,38,46,0,0,0,0,0,0,11,20,03 桃園縣,1 一般,103
323,1009,長庚大學,D 日,B 學士,645,527,602,543,609,517,579,477,97,50,94,63,90,59,139,76,03 桃園縣,1 一般,103
324,1009,長庚大學,N 職,M 碩士,64,36,55,31,47,13,16,7,20,17,12,11,0,0,0,0,03 桃園縣,1 一般,103
325,1010,元智大學,D 日,D 博士,44,17,43,8,41,10,49,15,25,11,25,9,24,5,0,0,03 桃園縣,1 一般,103
326,1010,元智大學,D 日,M 碩士,310,154,297,138,120,49,45,26,0,0,0,0,0,0,0,0,03 桃園縣,1 一般,103
327,1010,元智大學,D 日,B 學士,1013,793,955,782,901,783,914,733,0,0,0,0,0,0,202,112,03 桃園縣,1 一般,103
328,1010,元智大學,N 職,M 碩士,217,135,166,137,105,36,59,13,48,10,55,14,0,0,0,0,03 桃園縣,1 一般,103
329,1010,元智大學,N 修,C 二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,03 桃園縣,2 技職,103
330,1011,中華大學,D 日,D 博士,24,7,13,5,15,3,17,5,12,3,11,6,8,3,0,0,18 新竹市,1 一般,103
331,1011,中華大學,D 日,M 碩士,178,204,123,32,61,19,36,10,0,0,0,0,0,0,1,0,18 新竹市,1 一般,103
332,1011,中華大學,D 日,B 學士,1047,722,1037,700,982,702,878,696,0,0,0,0,0,0,356,102,18 新竹市,1 一般,103
333,1011,中華大學,N 職,M 碩士,83,86,59,19,17,2,14,1,0,0,0,0,0,0,2,0,18 新竹市,1 一般,103
334,1011,中華大學,N 修,C 二技,0,0,0,0,33,13,70,58,0,0,0,0,0,0,2,0,18 新竹市,2 技職,103
335,1011,中華大學,P 進,B 學士,40,17,41,19,37,15,25,22,0,0,0,0,0,0,3,2,18 新竹市,1 一般,103
336,1012,大葉大學,D 日,D 博士,25,5,18,6,20,4,13,9,15,2,12,5,13,7,0,0,07 彰化縣,1 一般,103
337,1012,大葉大學,D 日,M 碩士,211,215,151,93,90,36,36,14,0,0,0,0,0,0,0,0,07 彰化縣,1 一般,103
338,1012,大葉大學,D 日,B 學士,1171,1101,1225,933,1106,839,1014,834,0,0,0,0,0,0,214,71,07 彰化縣,1 一般,103
339,1012,大葉大學,N 職,M 碩士,155,265,136,244,25,21,8,9,7,1,7,0,0,0,0,0,07 彰化縣,1 一般,103
340,1012,大葉大學,P 進,B 學士,307,218,212,100,177,99,85,47,0,0,0,0,0,0,12,5,07 彰化縣,1 一般,103
341,1012,大葉大學,S 暑,M 碩士,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般,103
342,1013,華梵大學,D 日,D 博士,7,5,6,5,5,3,3,3,2,4,3,1,7,2,0,0,01 新北市,1 一般,103
343,1013,華梵大學,D 日,M 碩士,39,77,54,41,47,24,34,12,0,0,0,0,0,0,0,0,01 新北市,1 一般,103
344,1013,華梵大學,D 日,B 學士,409,353,366,291,329,272,287,287,0,0,0,0,0,0,101,45,01 新北市,1 一般,103
345,1013,華梵大學,N 職,M 碩士,32,107,44,50,25,12,18,13,8,9,23,10,0,0,0,0,01 新北市,1 一般,103
346,1014,義守大學,D 日,D 博士,24,7,26,5,11,4,12,3,17,4,11,5,11,3,0,0,12 高雄市,1 一般,103
347,1014,義守大學,D 日,M 碩士,188,93,160,40,71,21,19,5,0,0,0,0,0,0,0,0,12 高雄市,1 一般,103
348,1014,義守大學,D 日,B 學士,1676,1558,1624,1558,1618,1419,1418,1329,22,20,0,0,0,0,414,158,12 高雄市,1 一般,103
349,1014,義守大學,N 職,M 碩士,113,88,156,66,0,0,0,0,0,0,0,0,0,0,45,28,12 高雄市,1 一般,103
350,1014,義守大學,N 修,C 二技,0,0,0,0,24,135,18,123,0,0,0,0,0,0,0,5,12 高雄市,2 技職,103
351,1014,義守大學,P 進,B 學士,408,238,264,170,276,208,288,189,0,0,0,0,0,0,113,47,12 高雄市,1 一般,103
352,1015,世新大學,D 日,D 博士,8,8,4,8,3,4,5,3,6,4,3,7,4,6,0,0,30 臺北市,1 一般,103
353,1015,世新大學,D 日,M 碩士,113,117,140,115,73,59,91,64,0,0,0,0,0,0,1,1,30 臺北市,1 一般,103
354,1015,世新大學,D 日,B 學士,878,1555,897,1544,861,1503,780,1507,0,0,0,0,0,0,189,151,30 臺北市,1 一般,103
355,1015,世新大學,N 職,M 碩士,162,144,156,112,88,70,75,38,38,41,42,31,0,0,0,0,30 臺北市,1 一般,103
356,1015,世新大學,N 修,C 二技,0,0,0,0,10,26,21,57,0,0,0,0,0,0,4,2,30 臺北市,2 技職,103
357,1015,世新大學,P 進,B 學士,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般,103
358,1016,銘傳大學,D 日,D 博士,6,6,7,7,3,4,4,4,5,5,4,5,2,3,0,0,30 臺北市,1 一般,103
359,1016,銘傳大學,D 日,M 碩士,153,130,136,163,77,62,42,45,0,0,0,0,0,0,0,1,30 臺北市,1 一般,103
360,1016,銘傳大學,D 日,B 學士,1725,2619,1626,2555,1660,2491,1528,2533,18,22,0,0,0,0,392,355,30 臺北市,1 一般,103
361,1016,銘傳大學,N 職,M 碩士,167,210,129,208,24,37,26,31,11,24,10,5,0,0,0,0,30 臺北市,1 一般,103
362,1017,實踐大學,D 日,D 博士,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,30 臺北市,1 一般,103
363,1017,實踐大學,D 日,M 碩士,64,67,59,59,1,3,0,0,0,0,0,0,0,0,65,60,30 臺北市,1 一般,103
364,1017,實踐大學,D 日,B 學士,1087,2089,1077,1966,1016,1923,974,1831,13,22,0,0,0,0,200,207,30 臺北市,1 一般,103
365,1017,實踐大學,D 日,X 4+X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30 臺北市,1 一般,103
366,1017,實踐大學,N 職,M 碩士,30,35,21,28,11,6,0,0,0,0,0,0,0,0,35,27,30 臺北市,1 一般,103
367,1017,實踐大學,N 修,C 二技,0,0,0,0,2,55,7,76,0,0,0,0,0,0,5,33,30 臺北市,2 技職,103
368,1017,實踐大學,P 進,B 學士,186,411,157,410,148,398,125,396,0,0,0,0,0,0,65,118,30 臺北市,1 一般,103
369,1018,朝陽科技大學,D 日,D 博士,19,4,11,1,11,3,14,4,10,1,6,1,2,0,1,0,06 臺中市,2 技職,103
370,1018,朝陽科技大學,D 日,M 碩士,158,134,158,91,0,0,0,0,0,0,0,0,0,0,137,89,06 臺中市,2 技職,103
371,1018,朝陽科技大學,D 日,B 四技,1175,1771,1158,1715,1143,1685,1043,1605,0,0,0,0,0,0,212,139,06 臺中市,2 技職,103
372,1018,朝陽科技大學,D 日,C 二技,0,0,0,0,5,6,13,5,0,0,0,0,0,0,0,0,06 臺中市,2 技職,103
373,1018,朝陽科技大學,N 職,M 碩士,76,87,86,83,0,0,0,0,0,0,0,0,0,0,83,82,06 臺中市,2 技職,103
374,1018,朝陽科技大學,N 修,B 四技,383,396,360,371,395,461,390,496,0,0,0,0,0,0,161,129,06 臺中市,2 技職,103
375,1018,朝陽科技大學,N 修,C 二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,06 臺中市,2 技職,103
376,1019,高雄醫學大學,D 日,D 博士,33,24,26,23,35,21,27,34,27,17,21,23,15,16,0,0,50 高雄市,1 一般,103
377,1019,高雄醫學大學,D 日,M 碩士,98,153,75,157,36,58,11,21,0,0,0,0,0,0,0,1,50 高雄市,1 一般,103
378,1019,高雄醫學大學,D 日,B 學士,561,722,552,691,489,674,482,662,157,133,166,73,106,61,67,43,50 高雄市,1 一般,103
379,1019,高雄醫學大學,D 日,X 4+X,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般,103
380,1019,高雄醫學大學,N 職,M 碩士,37,57,39,59,10,4,4,5,3,2,0,0,0,0,0,0,50 高雄市,1 一般,103
381,1019,高雄醫學大學,N 修,C 二技,0,0,0,0,6,39,7,56,2,38,0,0,0,0,0,2,50 高雄市,2 技職,103
382,1020,南華大學,D 日,D 博士,3,2,3,2,5,0,4,1,1,2,0,0,1,0,0,0,10 嘉義縣,1 一般,103
383,1020,南華大學,D 日,M 碩士,97,148,86,137,60,62,46,54,0,0,0,0,0,0,1,0,10 嘉義縣,1 一般,103
384,1020,南華大學,D 日,B 學士,543,638,446,480,436,413,415,372,0,0,0,0,0,0,129,54,10 嘉義縣,1 一般,103
385,1020,南華大學,N 職,M 碩士,62,100,75,102,31,46,21,22,15,14,0,0,0,0,0,0,10 嘉義縣,1 一般,103
386,1020,南華大學,P 進,B 學士,75,46,28,13,2,0,1,0,0,0,0,0,0,0,5,3,10 嘉義縣,1 一般,103
387,1021,真理大學,D 日,M 碩士,32,20,34,26,17,10,3,5,0,0,0,0,0,0,0,0,01 新北市,1 一般,103
388,1021,真理大學,D 日,B 學士,914,1136,939,971,856,1031,827,955,0,0,0,0,0,0,271,133,01 新北市,1 一般,103
389,1021,真理大學,N 職,M 碩士,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般,103
390,1021,真理大學,P 進,B 學士,46,39,64,52,95,106,93,105,0,0,0,0,0,0,38,40,01 新北市,1 一般,103
391,1022,大同大學,D 日,D 博士,15,7,14,11,15,10,19,8,20,5,13,3,9,1,0,0,30 臺北市,1 一般,103
392,1022,大同大學,D 日,M 碩士,134,56,137,46,39,6,18,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般,103
393,1022,大同大學,D 日,B 學士,620,290,581,319,559,326,519,318,0,0,0,0,0,0,131,20,30 臺北市,1 一般,103
394,1022,大同大學,N 職,M 碩士,91,38,81,34,85,18,41,11,31,7,0,0,0,0,0,0,30 臺北市,1 一般,103
395,1023,南臺科技大學,D 日,D 博士,18,1,15,3,7,1,6,1,6,0,1,0,2,0,0,0,11 臺南市,2 技職,103
396,1023,南臺科技大學,D 日,M 碩士,242,145,240,116,132,55,48,32,0,0,0,0,0,0,1,2,11 臺南市,2 技職,103
397,1023,南臺科技大學,D 日,B 四技,1783,1491,1713,1485,1635,1428,1629,1498,0,0,0,0,0,0,277,191,11 臺南市,2 技職,103
398,1023,南臺科技大學,D 日,C 二技,0,0,0,0,31,80,15,25,0,0,0,0,0,0,0,0,11 臺南市,2 技職,103
399,1023,南臺科技大學,N 職,M 碩士,93,95,74,57,49,28,17,20,15,12,8,6,0,0,0,0,11 臺南市,2 技職,103
400,1023,南臺科技大學,N 修,B 四技,618,480,511,418,511,477,523,496,0,0,0,0,0,0,196,142,11 臺南市,2 技職,103
401,1023,南臺科技大學,N 修,C 二技,0,0,0,0,68,62,41,55,0,0,0,0,0,0,4,11,11 臺南市,2 技職,103
402,1024,崑山科技大學,D 日,D 博士,7,1,5,2,6,0,5,0,4,0,3,0,0,0,0,0,11 臺南市,2 技職,103
403,1024,崑山科技大學,D 日,M 碩士,132,46,163,36,36,22,21,7,0,0,0,0,0,0,0,0,11 臺南市,2 技職,103
404,1024,崑山科技大學,D 日,B 四技,1367,937,1246,875,1171,784,1169,810,0,0,0,0,0,0,178,117,11 臺南市,2 技職,103
405,1024,崑山科技大學,D 日,C 二技,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職,103
406,1024,崑山科技大學,D 日,X 4+X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,11 臺南市,2 技職,103
407,1024,崑山科技大學,N 職,M 碩士,67,20,55,22,12,1,12,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職,103
408,1024,崑山科技大學,N 修,B 四技,505,343,433,242,403,222,465,263,0,0,0,0,0,0,129,45,11 臺南市,2 技職,103
409,1024,崑山科技大學,N 修,C 二技,0,0,0,0,104,48,125,55,0,0,0,0,0,0,2,0,11 臺南市,2 技職,103
410,1025,嘉南藥理大學,D 日,M 碩士,78,82,62,69,21,12,2,3,0,0,0,0,0,0,0,0,11 臺南市,2 技職,103
411,1025,嘉南藥理大學,D 日,B 四技,1306,1988,1287,1925,1269,1845,1153,1787,0,0,0,0,0,0,141,103,11 臺南市,2 技職,103
412,1025,嘉南藥理大學,D 日,C 二技,0,0,0,0,23,127,21,141,0,0,0,0,0,0,1,2,11 臺南市,2 技職,103
413,1025,嘉南藥理大學,N 職,M 碩士,33,62,35,50,5,6,3,1,0,0,0,0,0,0,1,1,11 臺南市,2 技職,103
414,1025,嘉南藥理大學,N 修,B 四技,461,432,345,327,391,377,351,365,0,0,0,0,0,0,80,59,11 臺南市,2 技職,103
415,1025,嘉南藥理大學,N 修,C 二技,0,0,0,0,32,61,25,63,0,0,0,0,0,0,4,2,11 臺南市,2 技職,103
416,1026,樹德科技大學,D 日,D 博士,3,4,3,0,0,2,0,0,0,0,0,0,0,0,5,6,12 高雄市,2 技職,103
417,1026,樹德科技大學,D 日,M 碩士,55,67,66,65,0,0,0,0,0,0,0,0,0,0,59,65,12 高雄市,2 技職,103
418,1026,樹德科技大學,D 日,B 四技,849,1163,858,1201,800,1137,788,1017,0,0,0,0,0,0,250,175,12 高雄市,2 技職,103
419,1026,樹德科技大學,D 日,C 二技,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職,103
420,1026,樹德科技大學,N 職,M 碩士,83,96,82,80,5,6,0,0,0,0,0,0,0,0,84,61,12 高雄市,2 技職,103
421,1026,樹德科技大學,N 修,B 四技,301,249,190,162,220,195,239,233,0,0,0,0,0,0,123,67,12 高雄市,2 技職,103
422,1026,樹德科技大學,N 修,C 二技,0,0,0,0,37,113,32,97,0,0,0,0,0,0,0,3,12 高雄市,2 技職,103
423,1027,慈濟大學,D 日,D 博士,12,15,10,6,5,5,6,4,8,8,7,8,6,2,0,0,15 花蓮縣,1 一般,103
424,1027,慈濟大學,D 日,M 碩士,54,59,30,59,23,50,18,37,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般,103
425,1027,慈濟大學,D 日,B 學士,230,420,273,427,244,392,205,377,31,21,39,15,40,17,54,73,15 花蓮縣,1 一般,103
426,1027,慈濟大學,N 職,M 碩士,4,12,0,9,3,8,2,1,1,0,0,0,0,0,0,0,15 花蓮縣,1 一般,103
427,1028,臺北醫學大學,D 日,D 博士,38,40,40,30,42,23,31,26,29,31,26,11,24,11,0,0,30 臺北市,1 一般,103
428,1028,臺北醫學大學,D 日,M 碩士,104,148,136,151,33,30,11,25,0,0,0,0,0,0,0,0,30 臺北市,1 一般,103
429,1028,臺北醫學大學,D 日,B 學士,396,560,404,530,352,613,390,517,132,118,187,74,94,67,42,68,30 臺北市,1 一般,103
430,1028,臺北醫學大學,N 職,M 碩士,11,56,20,55,10,26,3,43,0,0,0,0,0,0,0,0,30 臺北市,1 一般,103
431,1028,臺北醫學大學,N 修,C 二技,0,0,0,0,0,0,1,50,4,61,0,0,0,0,0,5,30 臺北市,2 技職,103
432,1029,中山醫學大學,D 日,D 博士,33,16,29,10,19,11,28,6,22,11,11,7,14,10,0,0,19 臺中市,1 一般,103
433,1029,中山醫學大學,D 日,M 碩士,88,124,89,121,28,28,14,18,0,0,0,0,0,0,0,0,19 臺中市,1 一般,103
434,1029,中山醫學大學,D 日,B 學士,591,856,542,874,579,831,530,816,152,80,143,81,89,50,83,96,19 臺中市,1 一般,103
435,1029,中山醫學大學,D 日,X 4+X,0,0,10,4,10,5,0,0,0,0,0,0,0,0,1,0,19 臺中市,1 一般,103
436,1029,中山醫學大學,N 職,M 碩士,21,31,17,21,5,18,2,1,0,1,0,0,0,0,0,0,19 臺中市,1 一般,103
437,1029,中山醫學大學,N 修,C 二技,0,0,0,0,20,25,12,9,0,0,0,0,0,0,0,0,19 臺中市,2 技職,103
438,1029,中山醫學大學,P 進,B 學士,12,13,11,19,32,50,28,48,0,0,0,0,0,0,4,6,19 臺中市,1 一般,103
439,1030,龍華科技大學,D 日,M 碩士,135,41,100,33,33,3,7,3,0,0,0,0,0,0,0,0,03 桃園縣,2 技職,103
440,1030,龍華科技大學,D 日,B 四技,1069,609,1014,648,988,609,972,529,0,0,0,0,0,0,184,80,03 桃園縣,2 技職,103
441,1030,龍華科技大學,D 日,C 二技,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,03 桃園縣,2 技職,103
442,1030,龍華科技大學,D 日,2 二專,10,5,17,10,0,0,0,0,0,0,0,0,0,0,7,0,03 桃園縣,2 技職,103
443,1030,龍華科技大學,N 職,M 碩士,24,8,30,2,8,0,9,4,0,0,0,0,0,0,0,0,03 桃園縣,2 技職,103
444,1030,龍華科技大學,N 修,B 四技,806,301,587,251,582,311,572,202,0,0,0,0,0,0,154,43,03 桃園縣,2 技職,103
445,1030,龍華科技大學,N 修,C 二技,0,0,0,0,59,33,70,65,0,0,0,0,0,0,11,6,03 桃園縣,2 技職,103
446,1031,輔英科技大學,D 日,M 碩士,22,25,11,21,8,17,6,12,0,0,0,0,0,0,0,6,12 高雄市,2 技職,103
447,1031,輔英科技大學,D 日,B 四技,420,571,410,568,419,564,420,527,0,0,0,0,0,0,121,113,12 高雄市,2 技職,103
448,1031,輔英科技大學,D 日,C 二技,0,0,0,0,62,550,80,502,0,0,0,0,0,0,4,11,12 高雄市,2 技職,103
449,1031,輔英科技大學,D 日,5 五專,59,504,50,509,60,552,51,589,62,557,0,0,0,0,12,53,12 高雄市,2 技職,103
450,1031,輔英科技大學,N 職,M 碩士,2,15,0,14,0,2,0,8,0,0,0,0,0,0,0,5,12 高雄市,2 技職,103
451,1031,輔英科技大學,N 修,B 四技,97,61,52,31,80,69,108,72,0,0,0,0,0,0,58,11,12 高雄市,2 技職,103
452,1031,輔英科技大學,N 修,C 二技,0,0,0,0,54,219,41,175,24,19,0,0,0,0,5,16,12 高雄市,2 技職,103
453,1032,明新科技大學,D 日,M 碩士,96,34,91,40,63,17,20,3,0,0,0,0,0,0,0,0,04 新竹縣,2 技職,103
454,1032,明新科技大學,D 日,B 四技,1264,875,1279,928,1201,907,1126,880,0,0,0,0,0,0,224,104,04 新竹縣,2 技職,103
455,1032,明新科技大學,D 日,2 二專,4,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,04 新竹縣,2 技職,103
456,1032,明新科技大學,N 職,M 碩士,67,15,61,21,22,13,19,4,0,0,0,0,0,0,13,1,04 新竹縣,2 技職,103
457,1032,明新科技大學,N 修,B 四技,619,383,503,327,469,402,457,349,0,0,0,0,0,0,230,110,04 新竹縣,2 技職,103
458,1032,明新科技大學,N 修,C 二技,0,0,0,0,5,55,7,14,0,0,0,0,0,0,1,4,04 新竹縣,2 技職,103
459,1032,明新科技大學,N 修,2 二專,13,42,0,26,0,25,0,0,0,0,0,0,0,0,8,8,04 新竹縣,2 技職,103
460,1033,長榮大學,D 日,D 博士,5,3,4,3,4,4,1,1,0,6,2,2,3,0,0,0,11 臺南市,1 一般,103
461,1033,長榮大學,D 日,M 碩士,66,103,78,78,56,50,25,38,0,0,0,0,0,0,1,5,11 臺南市,1 一般,103
462,1033,長榮大學,D 日,B 學士,1036,1236,1092,1171,999,1131,907,1126,0,0,0,0,0,0,296,106,11 臺南市,1 一般,103
463,1033,長榮大學,N 職,M 碩士,37,24,34,22,18,16,10,9,9,11,0,0,0,0,0,0,11 臺南市,1 一般,103
464,1033,長榮大學,N 修,C 二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11 臺南市,2 技職,103
465,1033,長榮大學,P 進,B 學士,195,163,59,31,57,32,57,38,0,0,0,0,0,0,11,2,11 臺南市,1 一般,103
466,1034,弘光科技大學,D 日,M 碩士,26,54,27,36,16,36,3,7,0,0,0,0,0,0,0,0,06 臺中市,2 技職,103
467,1034,弘光科技大學,D 日,B 四技,668,1136,673,1113,638,1100,579,1063,0,0,0,0,0,0,128,142,06 臺中市,2 技職,103
468,1034,弘光科技大學,D 日,C 二技,0,0,0,0,13,344,9,333,0,0,0,0,0,0,0,2,06 臺中市,2 技職,103
469,1034,弘光科技大學,D 日,5 五專,3,48,2,50,4,50,4,47,0,50,0,0,0,0,0,15,06 臺中市,2 技職,103
470,1034,弘光科技大學,N 職,M 碩士,11,18,10,25,5,21,3,5,0,0,0,0,0,0,0,1,06 臺中市,2 技職,103
471,1034,弘光科技大學,N 修,B 四技,352,439,347,442,324,463,280,434,0,0,0,0,0,0,94,115,06 臺中市,2 技職,103
472,1034,弘光科技大學,N 修,C 二技,0,0,0,0,16,358,14,294,12,309,0,0,0,0,0,3,06 臺中市,2 技職,103
473,1034,弘光科技大學,N 修,2 二專,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職,103
474,1035,中國醫藥大學,D 日,D 博士,37,34,43,21,42,28,38,17,20,17,17,6,7,10,0,0,19 臺中市,1 一般,103
475,1035,中國醫藥大學,D 日,M 碩士,88,152,94,120,22,26,10,5,0,0,0,0,0,0,0,0,19 臺中市,1 一般,103
476,1035,中國醫藥大學,D 日,B 學士,572,672,551,741,539,736,531,706,334,277,194,111,184,103,54,50,19 臺中市,1 一般,103
477,1035,中國醫藥大學,N 職,M 碩士,13,22,9,24,2,5,1,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般,103
478,1035,中國醫藥大學,N 修,C 二技,0,0,0,0,6,22,8,14,9,24,0,0,0,0,0,1,19 臺中市,2 技職,103
479,1036,健行科技大學,D 日,M 碩士,102,50,85,27,0,0,0,0,0,0,0,0,0,0,71,13,03 桃園縣,2 技職,103
480,1036,健行科技大學,D 日,B 四技,1396,707,1200,638,1205,775,1249,725,0,0,0,0,0,0,281,104,03 桃園縣,2 技職,103
481,1036,健行科技大學,D 日,C 二技,0,0,0,0,41,35,33,22,0,0,0,0,0,0,6,3,03 桃園縣,2 技職,103
482,1036,健行科技大學,D 日,2 二專,36,20,63,18,0,0,0,0,0,0,0,0,0,0,3,0,03 桃園縣,2 技職,103
483,1036,健行科技大學,N 職,M 碩士,18,55,26,31,0,0,0,0,0,0,0,0,0,0,16,3,03 桃園縣,2 技職,103
484,1036,健行科技大學,N 修,B 四技,504,321,418,289,582,331,540,316,0,0,0,0,0,0,121,44,03 桃園縣,2 技職,103
485,1036,健行科技大學,N 修,C 二技,0,0,0,0,26,20,37,19,0,0,0,0,0,0,3,1,03 桃園縣,2 技職,103
486,1037,正修科技大學,D 日,D 博士,1,1,2,0,3,0,2,0,1,0,0,0,1,0,0,0,12 高雄市,2 技職,103
487,1037,正修科技大學,D 日,M 碩士,105,65,83,34,33,5,13,2,0,0,0,0,0,0,0,0,12 高雄市,2 技職,103
488,1037,正修科技大學,D 日,B 四技,1537,1141,1459,1083,1367,994,1349,885,0,0,0,0,0,0,153,44,12 高雄市,2 技職,103
489,1037,正修科技大學,D 日,C 二技,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,12 高雄市,2 技職,103
490,1037,正修科技大學,D 日,2 二專,0,0,8,6,0,0,0,0,0,0,0,0,0,0,1,1,12 高雄市,2 技職,103
