,學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度
398,1026,樹德科技大學,N 修,B 四技,214,203,182,201,179,149,197,148,0,0,0,0,0,0,71,49,12 高雄市,2 技職,105
399,1026,樹德科技大學,N 修,C 二技,0,0,0,0,61,148,38,112,0,0,0,0,0,0,0,1,12 高雄市,2 技職,105
400,1027,慈濟大學,D 日,D 博士,13,10,10,10,12,12,9,6,3,5,5,6,10,6,0,0,15 花蓮縣,1 一般,105
401,1027,慈濟大學,D 日,M 碩士,37,84,51,67,20,31,13,29,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般,105
402,1027,慈濟大學,D 日,B 學士,267,453,274,435,214,368,254,389,45,56,25,29,31,21,63,59,15 花蓮縣,1 一般,105
403,1027,慈濟大學,N 職,M 碩士,0,5,0,8,3,8,0,2,2,0,0,0,0,0,0,0,15 花蓮縣,1 一般,105
404,1028,臺北醫學大學,D 日,D 博士,64,39,35,27,34,35,36,25,34,18,27,20,24,19,0,0,30 臺北市,1 一般,105
405,1028,臺北醫學大學,D 日,M 碩士,96,179,86,143,31,34,19,26,0,0,0,0,0,0,0,0,30 臺北市,1 一般,105
406,1028,臺北醫學大學,D 日,B 學士,373,592,404,599,407,580,373,529,143,119,170,93,89,68,35,62,30 臺北市,1 一般,105
407,1028,臺北醫學大學,D 日,X 4+X,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般,105
408,1028,臺北醫學大學,N 職,M 碩士,25,67,25,62,4,39,7,31,0,0,0,0,0,0,0,0,30 臺北市,1 一般,105
409,1028,臺北醫學大學,N 修,C 二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30 臺北市,2 技職,105
410,1029,中山醫學大學,D 日,D 博士,27,13,27,16,32,13,19,7,12,8,14,5,12,6,0,0,19 臺中市,1 一般,105
411,1029,中山醫學大學,D 日,M 碩士,70,123,69,101,29,40,16,29,0,0,0,0,0,0,0,0,19 臺中市,1 一般,105
412,1029,中山醫學大學,D 日,B 學士,489,933,533,865,584,817,533,870,155,68,146,80,101,50,94,59,19 臺中市,1 一般,105
413,1029,中山醫學大學,N 職,M 碩士,23,54,5,33,5,13,4,3,0,0,0,0,0,0,0,0,19 臺中市,1 一般,105
414,1029,中山醫學大學,N 修,C 二技,0,0,0,0,22,19,15,23,19,23,0,0,0,0,0,0,19 臺中市,2 技職,105
415,1029,中山醫學大學,P 進,B 學士,0,0,0,1,5,9,10,18,0,0,0,0,0,0,9,7,19 臺中市,1 一般,105
416,1030,龍華科技大學,D 日,M 碩士,85,34,71,17,37,14,14,7,0,0,0,0,0,0,0,0,03 桃園市,2 技職,105
417,1030,龍華科技大學,D 日,B 四技,999,558,941,562,999,580,988,626,0,0,0,0,0,0,241,137,03 桃園市,2 技職,105
418,1030,龍華科技大學,D 日,C 二技,0,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,03 桃園市,2 技職,105
419,1030,龍華科技大學,D 日,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,03 桃園市,2 技職,105
420,1030,龍華科技大學,D 日,5 五專,39,11,31,6,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職,105
421,1030,龍華科技大學,N 職,M 碩士,32,12,81,25,13,2,11,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職,105
422,1030,龍華科技大學,N 修,B 四技,874,310,671,238,579,250,483,232,0,0,0,0,0,0,126,46,03 桃園市,2 技職,105
423,1030,龍華科技大學,N 修,C 二技,0,0,0,0,29,20,30,18,0,0,0,0,0,0,4,4,03 桃園市,2 技職,105
424,1031,輔英科技大學,D 日,M 碩士,18,32,8,22,9,10,1,9,0,0,0,0,0,0,0,0,12 高雄市,2 技職,105
425,1031,輔英科技大學,D 日,B 四技,414,575,409,546,380,492,344,503,0,0,0,0,0,0,96,90,12 高雄市,2 技職,105
426,1031,輔英科技大學,D 日,C 二技,0,0,0,0,83,668,74,628,0,0,0,0,0,0,4,19,12 高雄市,2 技職,105
427,1031,輔英科技大學,D 日,5 五專,45,472,54,452,58,505,51,499,55,529,0,0,0,0,9,45,12 高雄市,2 技職,105
428,1031,輔英科技大學,N 職,M 碩士,1,16,1,10,1,12,0,9,0,5,0,0,0,0,0,0,12 高雄市,2 技職,105
429,1031,輔英科技大學,N 修,B 四技,104,53,54,38,72,41,49,36,0,0,0,0,0,0,40,15,12 高雄市,2 技職,105
430,1031,輔英科技大學,N 修,C 二技,0,0,0,0,40,221,47,203,21,29,0,0,0,0,5,23,12 高雄市,2 技職,105
431,1032,明新科技大學,D 日,M 碩士,93,43,87,38,52,10,18,9,0,0,0,0,0,0,0,0,04 新竹縣,2 技職,105
432,1032,明新科技大學,D 日,B 四技,1272,717,1212,844,1207,849,1174,872,0,0,0,0,0,0,230,119,04 新竹縣,2 技職,105
433,1032,明新科技大學,N 職,M 碩士,91,22,50,17,26,1,23,2,8,7,1,0,0,0,0,0,04 新竹縣,2 技職,105
434,1032,明新科技大學,N 修,B 四技,464,316,522,386,468,356,415,295,0,0,0,0,0,0,240,130,04 新竹縣,2 技職,105
435,1032,明新科技大學,N 修,C 二技,0,0,0,0,19,32,0,41,0,0,0,0,0,0,0,1,04 新竹縣,2 技職,105
436,1032,明新科技大學,N 修,2 二專,12,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6,04 新竹縣,2 技職,105
437,1033,長榮大學,D 日,D 博士,8,1,4,2,4,1,5,3,3,4,1,1,1,2,0,0,11 臺南市,1 一般,105
438,1033,長榮大學,D 日,M 碩士,60,95,56,77,20,54,25,22,0,5,0,0,0,0,0,0,11 臺南市,1 一般,105
439,1033,長榮大學,D 日,B 學士,848,1180,1094,1263,1068,1244,1012,1123,0,0,0,0,0,0,199,118,11 臺南市,1 一般,105
440,1033,長榮大學,N 職,M 碩士,29,22,21,19,9,13,6,10,10,7,0,0,0,0,0,0,11 臺南市,1 一般,105
441,1033,長榮大學,N 修,C 二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11 臺南市,2 技職,105
442,1033,長榮大學,P 進,B 學士,128,119,44,42,57,35,60,26,0,0,0,0,0,0,15,8,11 臺南市,1 一般,105
443,1034,弘光科技大學,D 日,D 博士,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職,105
444,1034,弘光科技大學,D 日,M 碩士,26,56,23,54,11,30,1,11,0,0,0,0,0,0,0,0,06 臺中市,2 技職,105
445,1034,弘光科技大學,D 日,B 四技,671,1213,719,1101,663,1119,635,1083,0,0,0,0,0,0,121,131,06 臺中市,2 技職,105
446,1034,弘光科技大學,D 日,C 二技,0,0,0,0,14,346,11,344,0,0,0,0,0,0,0,1,06 臺中市,2 技職,105
447,1034,弘光科技大學,D 日,5 五專,3,49,4,48,3,49,2,51,4,48,0,0,0,0,0,3,06 臺中市,2 技職,105
448,1034,弘光科技大學,N 職,M 碩士,15,23,11,20,4,12,1,12,0,0,0,0,0,0,0,0,06 臺中市,2 技職,105
449,1034,弘光科技大學,N 修,B 四技,400,472,329,451,296,400,310,408,10,30,0,0,0,0,84,99,06 臺中市,2 技職,105
450,1034,弘光科技大學,N 修,C 二技,0,0,0,0,15,307,20,320,15,304,0,0,0,0,1,9,06 臺中市,2 技職,105
451,1034,弘光科技大學,N 修,2 二專,0,23,7,33,0,0,0,0,0,0,0,0,0,0,1,7,06 臺中市,2 技職,105
452,1035,中國醫藥大學,D 日,D 博士,52,30,40,29,38,26,41,20,29,20,18,7,7,4,0,0,19 臺中市,1 一般,105
453,1035,中國醫藥大學,D 日,M 碩士,107,169,54,124,20,34,5,7,0,1,0,1,0,0,0,0,19 臺中市,1 一般,105
454,1035,中國醫藥大學,D 日,B 學士,537,696,524,717,578,709,541,737,321,302,179,120,157,88,90,84,19 臺中市,1 一般,105
455,1035,中國醫藥大學,N 職,M 碩士,10,22,15,19,0,1,0,1,1,0,0,0,0,0,0,0,19 臺中市,1 一般,105
456,1035,中國醫藥大學,N 修,C 二技,0,0,0,0,4,28,5,22,5,14,0,0,0,0,0,0,19 臺中市,2 技職,105
457,1036,健行科技大學,D 日,M 碩士,115,65,57,16,25,5,23,1,0,0,0,0,0,0,0,0,03 桃園市,2 技職,105
458,1036,健行科技大學,D 日,B 四技,973,556,1148,662,1263,652,1100,587,0,0,0,0,0,0,245,101,03 桃園市,2 技職,105
459,1036,健行科技大學,D 日,C 二技,0,0,0,0,11,27,22,31,0,0,0,0,0,0,4,3,03 桃園市,2 技職,105
460,1036,健行科技大學,D 日,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,03 桃園市,2 技職,105
461,1036,健行科技大學,D 日,5 五專,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職,105
462,1036,健行科技大學,N 職,M 碩士,29,30,7,5,3,2,11,0,6,1,0,0,0,0,0,0,03 桃園市,2 技職,105
463,1036,健行科技大學,N 修,B 四技,508,222,461,282,419,279,369,283,0,0,0,0,0,0,163,62,03 桃園市,2 技職,105
464,1036,健行科技大學,N 修,C 二技,0,0,0,0,24,28,36,29,0,0,0,0,0,0,2,0,03 桃園市,2 技職,105
465,1037,正修科技大學,D 日,D 博士,3,0,4,0,1,0,2,0,1,0,1,0,0,0,0,0,12 高雄市,2 技職,105
466,1037,正修科技大學,D 日,M 碩士,103,68,94,48,31,13,8,2,0,0,0,0,0,0,0,0,12 高雄市,2 技職,105
467,1037,正修科技大學,D 日,B 四技,1333,971,1322,1043,1473,1029,1375,999,0,0,0,0,0,0,163,57,12 高雄市,2 技職,105
468,1037,正修科技大學,D 日,5 五專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12 高雄市,2 技職,105
469,1037,正修科技大學,N 職,M 碩士,40,26,35,26,7,2,3,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職,105
470,1037,正修科技大學,N 修,B 四技,942,573,834,486,774,492,742,501,0,0,0,0,0,0,264,101,12 高雄市,2 技職,105
471,1037,正修科技大學,N 修,C 二技,0,0,0,0,257,394,177,306,0,0,0,0,0,0,17,12,12 高雄市,2 技職,105
472,1037,正修科技大學,N 修,2 二專,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職,105
473,1038,萬能科技大學,D 日,M 碩士,29,17,25,19,14,12,10,4,0,0,0,0,0,0,0,0,03 桃園市,2 技職,105
474,1038,萬能科技大學,D 日,B 四技,830,825,765,722,769,728,837,823,0,0,0,0,0,0,132,53,03 桃園市,2 技職,105
475,1038,萬能科技大學,D 日,C 二技,0,0,0,0,5,10,3,9,0,0,0,0,0,0,0,0,03 桃園市,2 技職,105
476,1038,萬能科技大學,N 職,M 碩士,49,38,17,5,3,2,8,1,1,0,0,0,0,0,0,0,03 桃園市,2 技職,105
477,1038,萬能科技大學,N 修,B 四技,622,519,472,407,513,379,324,291,0,0,0,0,0,0,91,35,03 桃園市,2 技職,105
478,1038,萬能科技大學,N 修,C 二技,0,0,0,0,150,164,57,82,0,0,0,0,0,0,3,2,03 桃園市,2 技職,105
479,1039,玄奘大學,D 日,D 博士,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,18 新竹市,1 一般,105
480,1039,玄奘大學,D 日,M 碩士,39,60,54,51,59,78,2,2,0,0,0,0,0,0,0,0,18 新竹市,1 一般,105
481,1039,玄奘大學,D 日,B 學士,248,444,443,585,457,536,414,533,0,0,0,0,0,0,119,56,18 新竹市,1 一般,105
482,1039,玄奘大學,N 職,M 碩士,17,35,21,38,23,40,11,16,1,0,1,1,0,0,0,0,18 新竹市,1 一般,105
483,1039,玄奘大學,N 修,C 二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18 新竹市,2 技職,105
484,1039,玄奘大學,P 進,B 學士,98,122,41,65,71,98,74,109,0,0,0,0,0,0,59,29,18 新竹市,1 一般,105
485,1040,建國科技大學,D 日,M 碩士,33,36,57,27,14,7,6,3,0,0,0,0,0,0,0,0,07 彰化縣,2 技職,105
486,1040,建國科技大學,D 日,B 四技,882,501,961,587,1072,621,1084,593,0,0,0,0,0,0,151,69,07 彰化縣,2 技職,105
487,1040,建國科技大學,D 日,C 二技,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職,105
488,1040,建國科技大學,N 修,B 四技,414,117,240,99,251,112,219,96,0,0,0,0,0,0,41,8,07 彰化縣,2 技職,105
489,1040,建國科技大學,N 修,C 二技,0,0,0,0,109,65,50,45,0,0,0,0,0,0,1,0,07 彰化縣,2 技職,105
490,1041,明志科技大學,D 日,D 博士,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
491,1041,明志科技大學,D 日,M 碩士,106,48,128,36,48,12,21,3,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
492,1041,明志科技大學,D 日,B 四技,642,253,622,260,602,270,588,288,0,0,0,0,0,0,66,13,01 新北市,2 技職,105
493,1041,明志科技大學,D 日,C 二技,0,0,0,0,6,6,14,7,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
494,1041,明志科技大學,N 職,M 碩士,9,1,16,6,7,0,6,0,2,1,0,0,0,0,0,0,01 新北市,2 技職,105
495,1041,明志科技大學,N 修,B 四技,103,37,60,35,84,34,59,37,0,0,0,0,0,0,16,4,01 新北市,2 技職,105
496,1041,明志科技大學,N 修,C 二技,0,0,0,0,0,0,3,21,0,0,0,0,0,0,2,0,01 新北市,2 技職,105
497,1042,高苑科技大學,D 日,M 碩士,43,16,39,16,17,4,9,2,0,0,0,0,0,0,0,0,12 高雄市,2 技職,105
498,1042,高苑科技大學,D 日,B 四技,748,260,837,348,815,381,859,390,0,0,0,0,0,0,151,56,12 高雄市,2 技職,105
499,1042,高苑科技大學,N 職,M 碩士,92,46,74,33,21,2,5,1,2,0,0,0,0,0,0,0,12 高雄市,2 技職,105
500,1042,高苑科技大學,N 修,B 四技,237,102,298,138,221,97,246,92,0,0,0,0,0,0,98,13,12 高雄市,2 技職,105
501,1043,大仁科技大學,D 日,M 碩士,17,14,15,14,2,1,1,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職,105
502,1043,大仁科技大學,D 日,B 四技,525,598,613,685,525,563,538,621,80,122,0,0,0,0,127,55,13 屏東縣,2 技職,105
503,1043,大仁科技大學,D 日,C 二技,0,0,0,0,2,18,1,10,0,0,0,0,0,0,0,0,13 屏東縣,2 技職,105
504,1043,大仁科技大學,N 職,M 碩士,50,57,16,16,8,6,0,0,0,1,0,0,0,0,0,0,13 屏東縣,2 技職,105
505,1043,大仁科技大學,N 修,B 四技,85,67,96,71,106,76,97,84,0,0,0,0,0,0,21,15,13 屏東縣,2 技職,105
506,1043,大仁科技大學,N 修,C 二技,0,0,0,0,109,431,63,239,0,0,0,0,0,0,5,43,13 屏東縣,2 技職,105
507,1044,聖約翰科技大學,D 日,M 碩士,41,14,44,2,19,3,27,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
508,1044,聖約翰科技大學,D 日,B 四技,547,240,651,288,691,307,750,294,0,0,0,0,0,0,205,43,01 新北市,2 技職,105
509,1044,聖約翰科技大學,D 日,C 二技,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,01 新北市,2 技職,105
510,1044,聖約翰科技大學,D 日,X 4+X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
511,1044,聖約翰科技大學,D 日,5 五專,96,21,76,28,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
512,1044,聖約翰科技大學,N 職,M 碩士,20,13,15,8,1,1,4,1,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
513,1044,聖約翰科技大學,N 修,B 四技,18,10,24,17,30,23,44,23,0,0,0,0,0,0,23,8,01 新北市,2 技職,105
514,1045,嶺東科技大學,D 日,M 碩士,54,64,43,46,18,16,10,10,0,0,0,0,0,0,0,0,19 臺中市,2 技職,105
515,1045,嶺東科技大學,D 日,B 四技,711,1116,730,1117,685,1164,616,1111,0,0,0,0,0,0,115,76,19 臺中市,2 技職,105
516,1045,嶺東科技大學,D 日,C 二技,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職,105
517,1045,嶺東科技大學,N 職,M 碩士,44,20,28,14,0,1,1,2,0,0,0,0,0,0,0,0,19 臺中市,2 技職,105
518,1045,嶺東科技大學,N 修,B 四技,389,376,295,283,303,272,273,244,0,0,0,0,0,0,74,67,19 臺中市,2 技職,105
519,1046,中國科技大學,D 日,M 碩士,39,32,32,13,10,9,3,2,0,0,0,0,0,0,0,0,30 臺北市,2 技職,105
520,1046,中國科技大學,D 日,B 四技,976,1388,959,1390,913,1354,808,1346,0,0,0,0,0,0,129,105,30 臺北市,2 技職,105
521,1046,中國科技大學,D 日,C 二技,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,30 臺北市,2 技職,105
522,1046,中國科技大學,N 職,M 碩士,9,7,5,10,3,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職,105
523,1046,中國科技大學,N 修,B 四技,304,203,262,245,285,278,276,280,0,0,0,0,0,0,100,71,30 臺北市,2 技職,105
524,1046,中國科技大學,N 修,C 二技,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職,105
525,1046,中國科技大學,N 修,X 4+X,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職,105
526,1047,中臺科技大學,D 日,D 博士,3,0,3,0,1,1,4,0,2,0,2,1,3,1,0,0,19 臺中市,2 技職,105
527,1047,中臺科技大學,D 日,M 碩士,28,44,19,47,6,3,4,12,0,2,0,0,0,0,0,0,19 臺中市,2 技職,105
528,1047,中臺科技大學,D 日,B 四技,544,784,551,819,506,838,438,827,0,0,0,0,0,0,134,137,19 臺中市,2 技職,105
529,1047,中臺科技大學,D 日,C 二技,0,0,0,0,43,232,47,213,0,0,0,0,0,0,3,8,19 臺中市,2 技職,105
530,1047,中臺科技大學,N 職,M 碩士,22,91,12,90,3,9,4,39,0,0,0,0,0,0,0,0,19 臺中市,2 技職,105
531,1047,中臺科技大學,N 修,B 四技,195,309,153,207,129,218,122,211,0,0,0,0,0,0,70,100,19 臺中市,2 技職,105
532,1047,中臺科技大學,N 修,C 二技,0,0,0,0,56,389,48,319,37,252,0,0,0,0,11,33,19 臺中市,2 技職,105
533,1048,亞洲大學,D 日,D 博士,29,11,21,11,19,13,11,11,10,6,8,6,6,2,0,0,06 臺中市,1 一般,105
534,1048,亞洲大學,D 日,M 碩士,139,129,110,85,45,58,38,24,0,0,0,0,0,0,0,0,06 臺中市,1 一般,105
535,1048,亞洲大學,D 日,B 學士,862,1517,906,1522,959,1443,941,1337,0,0,0,0,0,0,218,116,06 臺中市,1 一般,105
536,1048,亞洲大學,N 職,M 碩士,189,62,84,110,13,15,8,6,0,0,0,0,0,0,0,0,06 臺中市,1 一般,105
537,1048,亞洲大學,P 進,B 學士,131,179,115,132,120,138,142,123,0,0,0,0,0,0,70,38,06 臺中市,1 一般,105
538,1049,開南大學,D 日,M 碩士,44,39,34,34,23,13,24,14,1,0,0,0,0,0,0,0,03 桃園市,1 一般,105
539,1049,開南大學,D 日,B 學士,518,662,774,884,773,830,804,792,0,0,0,0,0,0,334,163,03 桃園市,1 一般,105
540,1049,開南大學,N 職,M 碩士,93,73,73,62,26,15,12,5,8,0,2,1,0,0,0,0,03 桃園市,1 一般,105
541,1049,開南大學,P 進,B 學士,178,104,136,100,140,123,159,138,0,0,0,0,0,0,37,20,03 桃園市,1 一般,105
542,1050,佛光大學,D 日,D 博士,4,7,7,6,7,2,3,5,1,7,2,0,3,1,0,0,02 宜蘭縣,1 一般,105
543,1050,佛光大學,D 日,M 碩士,83,118,48,95,52,59,56,49,3,3,1,0,0,0,0,0,02 宜蘭縣,1 一般,105
544,1050,佛光大學,D 日,B 學士,367,421,357,417,327,408,303,374,0,0,0,0,0,0,103,68,02 宜蘭縣,1 一般,105
545,1050,佛光大學,N 職,M 碩士,42,34,39,31,19,14,12,5,11,9,0,0,0,0,0,0,02 宜蘭縣,1 一般,105
546,1051,台南應用科技大學,D 日,M 碩士,13,29,11,29,7,31,1,6,0,0,0,0,0,0,0,0,11 臺南市,2 技職,105
547,1051,台南應用科技大學,D 日,B 四技,633,1457,582,1476,538,1449,463,1362,0,0,0,0,0,0,67,67,11 臺南市,2 技職,105
548,1051,台南應用科技大學,D 日,C 二技,0,0,0,0,35,252,57,256,0,0,0,0,0,0,12,32,11 臺南市,2 技職,105
549,1051,台南應用科技大學,D 日,5 五專,48,192,47,203,50,202,59,184,63,152,0,0,0,0,0,0,11 臺南市,2 技職,105
550,1051,台南應用科技大學,N 職,M 碩士,15,25,12,42,3,31,4,8,1,3,0,0,0,0,0,0,11 臺南市,2 技職,105
551,1051,台南應用科技大學,N 修,B 四技,260,467,178,387,163,309,172,373,0,0,0,0,0,0,68,63,11 臺南市,2 技職,105
552,1051,台南應用科技大學,N 修,C 二技,0,0,0,0,21,92,21,104,0,0,0,0,0,0,5,19,11 臺南市,2 技職,105
553,1052,遠東科技大學,D 日,M 碩士,64,18,43,26,24,3,16,4,0,0,0,0,0,0,0,0,11 臺南市,2 技職,105
554,1052,遠東科技大學,D 日,B 四技,821,584,915,596,974,602,1103,599,0,0,0,0,0,0,174,74,11 臺南市,2 技職,105
555,1052,遠東科技大學,D 日,C 二技,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職,105
556,1052,遠東科技大學,N 職,M 碩士,7,0,4,0,2,1,7,0,7,0,3,0,0,0,0,0,11 臺南市,2 技職,105
557,1052,遠東科技大學,N 修,B 四技,112,52,92,53,86,45,95,41,0,0,0,0,0,0,9,1,11 臺南市,2 技職,105
558,1052,遠東科技大學,N 修,C 二技,0,0,0,0,29,2,18,2,0,0,0,0,0,0,1,0,11 臺南市,2 技職,105
559,1052,遠東科技大學,N 修,2 二專,19,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,11 臺南市,2 技職,105
560,1053,元培醫事科技大學,D 日,M 碩士,54,61,38,39,15,18,13,11,0,0,0,0,0,0,0,0,18 新竹市,2 技職,105
561,1053,元培醫事科技大學,D 日,B 四技,461,601,604,686,567,671,551,629,0,0,0,0,0,0,203,95,18 新竹市,2 技職,105
562,1053,元培醫事科技大學,D 日,C 二技,0,0,0,0,2,49,3,46,0,0,0,0,0,0,0,0,18 新竹市,2 技職,105
563,1053,元培醫事科技大學,N 職,M 碩士,11,11,4,4,0,0,0,1,0,0,0,0,0,0,0,0,18 新竹市,2 技職,105
564,1053,元培醫事科技大學,N 修,B 四技,153,134,68,48,72,63,55,58,0,0,0,0,0,0,41,18,18 新竹市,2 技職,105
565,1053,元培醫事科技大學,N 修,C 二技,0,0,0,0,48,133,77,309,2,43,0,0,0,0,1,3,18 新竹市,2 技職,105
566,1054,景文科技大學,D 日,M 碩士,21,11,13,3,7,1,1,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
567,1054,景文科技大學,D 日,B 四技,522,631,581,733,577,812,542,703,0,0,0,0,0,0,231,222,01 新北市,2 技職,105
568,1054,景文科技大學,D 日,C 二技,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
569,1054,景文科技大學,N 職,M 碩士,28,19,29,19,3,2,3,1,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
570,1054,景文科技大學,N 修,B 四技,261,203,171,195,154,185,158,183,0,0,0,0,0,0,63,27,01 新北市,2 技職,105
571,1054,景文科技大學,N 修,C 二技,0,0,0,0,63,100,85,122,0,0,0,0,0,0,3,2,01 新北市,2 技職,105
572,1055,中華醫事科技大學,D 日,M 碩士,24,25,19,12,5,3,3,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職,105
573,1055,中華醫事科技大學,D 日,B 四技,372,508,537,667,516,607,418,564,0,0,0,0,0,0,103,65,11 臺南市,2 技職,105
574,1055,中華醫事科技大學,D 日,C 二技,0,0,0,0,89,292,39,295,0,0,0,0,0,0,6,27,11 臺南市,2 技職,105
575,1055,中華醫事科技大學,D 日,2 二專,27,23,21,25,0,0,0,0,0,0,0,0,0,0,2,1,11 臺南市,2 技職,105
576,1055,中華醫事科技大學,D 日,5 五專,143,501,121,427,89,351,100,321,54,309,0,0,0,0,9,18,11 臺南市,2 技職,105
577,1055,中華醫事科技大學,N 職,M 碩士,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職,105
578,1055,中華醫事科技大學,N 修,B 四技,113,100,79,89,85,114,71,109,12,24,0,0,0,0,49,36,11 臺南市,2 技職,105
579,1055,中華醫事科技大學,N 修,C 二技,0,0,0,0,87,284,66,322,0,0,0,0,0,0,33,78,11 臺南市,2 技職,105
580,1055,中華醫事科技大學,N 修,2 二專,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職,105
581,1056,東南科技大學,D 日,M 碩士,47,10,54,10,11,1,2,2,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
582,1056,東南科技大學,D 日,B 四技,781,441,1010,538,935,523,1001,542,0,0,0,0,0,0,232,69,01 新北市,2 技職,105
583,1056,東南科技大學,D 日,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01 新北市,2 技職,105
584,1056,東南科技大學,N 職,M 碩士,17,7,19,0,0,0,4,0,0,0,0,0,0,0,0,0,01 新北市,2 技職,105
585,1056,東南科技大學,N 修,B 四技,173,63,86,23,85,32,59,27,0,0,0,0,0,0,38,12,01 新北市,2 技職,105
586,1056,東南科技大學,N 修,C 二技,0,0,0,0,11,2,35,5,0,0,0,0,0,0,1,2,01 新北市,2 技職,105
587,1057,德明財經科技大學,D 日,M 碩士,10,18,17,8,6,2,7,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職,105
588,1057,德明財經科技大學,D 日,B 四技,737,1078,662,1107,605,1131,581,1168,0,0,0,0,0,0,166,119,30 臺北市,2 技職,105
589,1057,德明財經科技大學,D 日,C 二技,0,0,0,0,20,49,14,37,0,0,0,0,0,0,1,0,30 臺北市,2 技職,105
590,1057,德明財經科技大學,N 職,M 碩士,14,13,17,8,6,3,5,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職,105
591,1057,德明財經科技大學,N 修,B 四技,129,129,126,161,150,175,142,171,0,0,0,0,0,0,57,33,30 臺北市,2 技職,105
592,1057,德明財經科技大學,N 修,C 二技,0,0,0,0,19,14,13,22,0,0,0,0,0,0,2,1,30 臺北市,2 技職,105
593,1058,明道大學,D 日,D 博士,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般,105
594,1058,明道大學,D 日,M 碩士,52,34,29,32,14,12,10,6,0,0,0,0,0,0,0,0,07 彰化縣,1 一般,105
595,1058,明道大學,D 日,B 學士,419,306,493,441,470,354,482,380,0,0,0,0,0,0,82,39,07 彰化縣,1 一般,105
596,1058,明道大學,N 職,M 碩士,13,26,5,14,1,3,3,2,0,0,0,0,0,0,0,0,07 彰化縣,1 一般,105
597,1058,明道大學,P 進,B 學士,208,142,177,88,171,101,177,105,0,0,0,0,0,0,34,30,07 彰化縣,1 一般,105
598,1060,南開科技大學,D 日,M 碩士,31,13,29,12,11,5,2,3,0,0,0,0,0,0,0,0,08 南投縣,2 技職,105
599,1060,南開科技大學,D 日,B 四技,483,239,589,309,559,294,572,326,0,0,0,0,0,0,104,33,08 南投縣,2 技職,105
