學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,學年度
國立東華大學,日,碩士,322,243,340,283,174,126,123,115,0,0,0,0,0,0,3,12,花蓮縣,104
國立東華大學,日,學士,895,915,899,928,826,937,859,887,0,0,0,0,0,0,218,113,花蓮縣,104
國立東華大學,職,碩士,91,107,80,98,43,32,21,22,11,16,10,12,0,0,0,0,花蓮縣,104
國立東華大學,暑,碩士,0,0,0,0,2,20,0,0,4,6,2,4,0,0,0,0,花蓮縣,104
國立暨南國際大學,日,博士,25,28,28,28,30,15,25,23,22,17,19,14,26,12,4,1,南投縣,104
國立暨南國際大學,日,碩士,199,157,179,135,124,95,60,74,0,0,0,0,0,0,17,16,南投縣,104
國立暨南國際大學,日,學士,560,591,538,588,459,539,448,523,0,0,0,0,0,0,94,52,南投縣,104
國立暨南國際大學,職,碩士,78,75,61,71,22,23,4,12,8,10,3,6,0,0,0,0,南投縣,104
國立暨南國際大學,修,二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,南投縣,104
國立臺灣科技大學,日,博士,183,47,155,51,125,39,96,22,79,12,52,10,45,8,6,1,臺北市,104
國立臺灣科技大學,日,碩士,1009,452,991,390,211,88,41,26,0,0,0,0,0,0,0,0,臺北市,104
國立臺灣科技大學,日,四技,927,443,886,403,888,387,864,370,0,0,0,0,0,0,148,53,臺北市,104
國立臺灣科技大學,日,二技,0,0,0,0,13,42,15,30,0,0,0,0,0,0,3,4,臺北市,104
國立臺灣科技大學,日,4+X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,臺北市,104
國立臺灣科技大學,職,博士,0,0,0,0,1,0,0,0,1,0,5,0,10,2,6,2,臺北市,104
國立臺灣科技大學,職,碩士,204,100,191,80,82,27,60,6,0,0,0,0,0,0,5,1,臺北市,104
國立臺灣科技大學,修,二技,0,0,0,0,1,14,4,6,0,0,0,0,0,0,7,9,臺北市,104
國立雲林科技大學,日,博士,68,30,53,32,50,26,46,19,36,18,39,16,28,13,3,1,雲林縣,104
國立雲林科技大學,日,碩士,609,340,536,278,169,109,52,50,0,0,0,0,0,0,0,2,雲林縣,104
國立雲林科技大學,日,四技,995,636,942,599,868,587,853,622,0,0,0,0,0,0,104,73,雲林縣,104
國立雲林科技大學,日,二技,0,0,0,0,38,64,44,50,0,0,0,0,0,0,4,11,雲林縣,104
國立雲林科技大學,職,碩士,145,140,132,135,61,51,34,21,21,9,0,0,0,0,0,0,雲林縣,104
國立屏東科技大學,日,博士,42,14,28,15,25,15,24,13,20,9,14,3,9,2,8,4,屏東縣,104
國立屏東科技大學,日,碩士,336,210,285,213,104,73,32,18,0,0,0,0,0,0,3,2,屏東縣,104
國立屏東科技大學,日,四技,988,976,969,921,989,897,907,917,43,53,0,0,0,0,134,47,屏東縣,104
國立屏東科技大學,日,二技,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,屏東縣,104
國立屏東科技大學,職,碩士,126,56,131,68,45,16,21,11,11,10,11,3,0,0,0,0,屏東縣,104
國立屏東科技大學,修,四技,208,201,170,167,201,212,160,210,0,0,0,0,0,0,33,20,屏東縣,104
國立臺北科技大學,日,博士,101,16,96,28,93,25,83,17,72,24,51,13,52,13,0,0,臺北市,104
國立臺北科技大學,日,碩士,925,295,933,261,165,77,46,19,0,0,0,0,0,0,0,0,臺北市,104
國立臺北科技大學,日,四技,1070,435,1018,464,1040,443,1043,357,0,0,0,0,0,0,20,4,臺北市,104
國立臺北科技大學,日,二技,0,0,0,0,7,4,20,4,0,0,0,0,0,0,0,0,臺北市,104
國立臺北科技大學,職,碩士,399,136,320,128,180,53,88,23,0,0,0,0,0,0,1,1,臺北市,104
國立臺北科技大學,修,四技,244,45,185,36,77,2,0,0,0,0,0,0,0,0,0,0,臺北市,104
國立臺北科技大學,修,二技,0,0,0,0,203,104,192,87,54,20,0,0,0,0,5,8,臺北市,104
國立高雄第一科技大學,日,博士,38,10,39,8,25,12,25,6,30,4,15,1,5,4,9,1,高雄市,104
國立高雄第一科技大學,日,碩士,299,190,258,149,100,39,35,23,0,0,0,0,0,0,1,0,高雄市,104
國立高雄第一科技大學,日,四技,682,677,688,681,644,655,678,627,0,0,0,0,0,0,98,60,高雄市,104
國立高雄第一科技大學,日,二技,0,0,0,0,18,56,13,54,0,0,0,0,0,0,1,13,高雄市,104
國立高雄第一科技大學,日,4+X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,高雄市,104
國立高雄第一科技大學,職,碩士,197,101,162,70,76,30,42,15,0,0,0,0,0,0,36,7,高雄市,104
國立高雄應用科技大學,日,博士,55,7,42,17,50,9,46,7,31,4,19,3,8,0,1,0,高雄市,104
國立高雄應用科技大學,日,碩士,412,151,411,152,85,32,13,7,0,0,0,0,0,0,0,0,高雄市,104
國立高雄應用科技大學,日,四技,1216,642,1134,673,1118,701,1216,608,0,0,0,0,0,0,162,41,高雄市,104
國立高雄應用科技大學,日,二技,0,0,0,0,36,12,21,14,0,0,0,0,0,0,8,1,高雄市,104
國立高雄應用科技大學,職,碩士,338,206,340,190,104,24,38,5,0,0,0,0,0,0,16,3,高雄市,104
國立高雄應用科技大學,修,四技,249,122,187,79,181,69,174,84,0,0,0,0,0,0,76,12,高雄市,104
國立高雄應用科技大學,修,二技,0,0,0,0,115,132,120,126,0,0,0,0,0,0,11,5,高雄市,104
國立臺北藝術大學,日,博士,3,15,5,9,1,5,4,6,3,5,0,3,2,6,0,0,臺北市,104
國立臺北藝術大學,日,碩士,91,188,87,182,75,160,62,123,0,0,0,0,0,0,1,4,臺北市,104
國立臺北藝術大學,日,學士,140,268,120,270,131,274,132,244,0,0,0,0,0,0,68,101,臺北市,104
國立臺北藝術大學,日,4+X,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,臺北市,104
國立臺北藝術大學,日,五專,14,15,13,16,4,20,0,0,0,0,0,0,0,0,0,1,臺北市,104
國立臺北藝術大學,職,碩士,18,43,19,21,7,28,10,16,4,2,0,0,0,0,0,0,臺北市,104
國立臺灣藝術大學,日,博士,11,10,11,9,8,9,8,8,5,4,1,2,0,4,0,0,新北市,104
國立臺灣藝術大學,日,碩士,86,150,77,138,72,89,40,74,0,0,0,0,0,0,0,0,新北市,104
國立臺灣藝術大學,日,學士,145,402,159,386,154,381,130,379,0,0,0,0,0,0,75,120,新北市,104
國立臺灣藝術大學,職,碩士,48,56,43,70,23,71,15,43,11,14,6,14,0,0,0,0,新北市,104
國立臺灣藝術大學,修,二技,0,0,0,0,42,117,31,117,0,0,0,0,0,0,8,33,新北市,104
國立臺灣藝術大學,進,學士,110,255,112,243,122,245,97,258,0,0,0,0,0,0,46,87,新北市,104
國立臺東大學,日,博士,3,4,5,4,2,2,0,3,2,5,0,3,4,1,0,0,臺東縣,104
國立臺東大學,日,碩士,49,72,26,52,15,32,24,32,0,0,0,0,0,0,0,0,臺東縣,104
國立臺東大學,日,學士,432,457,408,460,383,438,396,399,0,0,0,0,0,0,115,59,臺東縣,104
國立臺東大學,職,碩士,80,175,81,162,24,56,16,24,1,12,1,6,0,3,0,0,臺東縣,104
國立臺東大學,進,學士,17,13,22,20,30,22,17,18,0,0,0,0,0,0,11,2,臺東縣,104
國立宜蘭大學,日,博士,2,1,3,1,0,0,2,0,2,0,1,1,1,0,0,0,宜蘭縣,104
國立宜蘭大學,日,碩士,137,58,140,63,50,22,20,2,0,0,0,0,0,0,0,0,宜蘭縣,104
國立宜蘭大學,日,學士,697,388,682,405,660,389,635,366,0,0,0,0,0,0,102,17,宜蘭縣,104
國立宜蘭大學,職,碩士,55,16,45,16,25,6,0,0,0,0,0,0,0,0,23,3,宜蘭縣,104
國立宜蘭大學,修,學士,0,0,28,3,20,9,46,9,0,0,0,0,0,0,24,0,宜蘭縣,104
國立宜蘭大學,進,學士,62,26,49,29,41,27,36,20,0,0,0,0,0,0,18,5,宜蘭縣,104
國立聯合大學,日,博士,3,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,苗栗縣,104
國立聯合大學,日,碩士,137,48,111,58,38,21,19,7,0,0,0,0,0,0,0,1,苗栗縣,104
國立聯合大學,日,學士,1006,456,1022,457,1005,434,980,405,20,18,0,0,0,0,188,25,苗栗縣,104
國立聯合大學,進,學士,256,154,206,131,168,113,159,119,0,0,0,0,0,0,71,52,苗栗縣,104
國立虎尾科技大學,日,博士,5,2,4,0,4,2,2,1,3,0,0,0,3,0,0,0,雲林縣,104
國立虎尾科技大學,日,碩士,318,80,301,55,74,11,14,3,0,0,0,0,0,0,0,0,雲林縣,104
國立虎尾科技大學,日,四技,1363,445,1293,475,1318,465,1319,470,0,0,0,0,0,0,259,31,雲林縣,104
國立虎尾科技大學,日,二技,0,0,0,0,59,20,61,30,0,0,0,0,0,0,5,2,雲林縣,104
國立虎尾科技大學,職,碩士,83,31,45,29,20,5,16,7,6,2,0,0,0,0,0,0,雲林縣,104
國立虎尾科技大學,修,四技,286,73,228,73,183,65,148,75,0,0,0,0,0,0,57,11,雲林縣,104
國立虎尾科技大學,修,二技,0,0,0,0,30,32,33,26,0,0,0,0,0,0,0,1,雲林縣,104
國立高雄海洋科技大學,日,博士,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,高雄市,104
國立高雄海洋科技大學,日,碩士,102,54,90,34,26,19,6,1,0,0,0,0,0,0,0,0,高雄市,104
國立高雄海洋科技大學,日,四技,740,423,711,434,690,409,653,419,0,0,0,0,0,0,166,36,高雄市,104
國立高雄海洋科技大學,日,二技,0,0,0,0,75,16,83,19,0,0,0,0,0,0,35,4,高雄市,104
國立高雄海洋科技大學,日,4+X,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,高雄市,104
國立高雄海洋科技大學,日,五專,83,16,83,20,80,15,89,10,78,12,0,0,0,0,20,0,高雄市,104
國立高雄海洋科技大學,職,碩士,50,25,46,23,18,6,7,4,0,0,0,0,0,0,0,0,高雄市,104
國立高雄海洋科技大學,修,四技,267,151,274,164,260,158,222,151,0,0,0,0,0,0,114,23,高雄市,104
國立臺南藝術大學,日,博士,4,2,2,3,6,2,2,1,2,2,0,6,7,1,0,1,臺南市,104
國立臺南藝術大學,日,碩士,53,96,50,90,45,76,51,81,0,0,0,0,0,0,1,1,臺南市,104
國立臺南藝術大學,日,學士,55,135,47,123,46,124,31,134,0,0,0,0,0,0,18,16,臺南市,104
國立臺南藝術大學,日,五專,25,32,25,29,24,31,0,0,0,0,0,0,0,0,0,0,臺南市,104
國立臺南藝術大學,職,碩士,6,9,5,7,4,4,2,3,2,3,1,1,0,2,0,0,臺南市,104
國立臺南藝術大學,進,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,臺南市,104
國立臺南大學,日,博士,15,18,18,11,18,13,9,15,8,10,8,14,7,5,0,0,臺南市,104
國立臺南大學,日,碩士,153,171,176,163,89,121,55,86,0,0,0,0,0,0,2,6,臺南市,104
國立臺南大學,日,學士,448,518,422,523,429,511,402,524,0,0,0,0,0,0,63,56,臺南市,104
國立臺南大學,職,碩士,74,145,98,151,42,110,20,40,0,0,0,0,0,0,8,10,臺南市,104
國立臺南大學,進,學士,10,12,5,16,20,35,37,54,0,0,0,0,0,0,18,4,臺南市,104
國立臺北教育大學,日,博士,15,14,10,15,7,8,7,11,7,3,8,6,7,10,2,2,臺北市,104
國立臺北教育大學,日,碩士,135,259,114,222,60,161,67,123,0,0,0,0,0,0,2,4,臺北市,104
國立臺北教育大學,日,學士,274,541,286,517,254,535,266,499,0,0,0,0,0,0,68,79,臺北市,104
國立臺北教育大學,職,碩士,83,196,70,201,29,62,33,44,0,0,0,0,0,0,21,39,臺北市,104
國立臺北教育大學,暑,碩士,7,48,4,49,4,51,7,46,0,0,0,0,0,0,4,10,臺北市,104
國立新竹教育大學,日,博士,9,5,4,7,4,10,2,7,5,2,4,5,6,7,4,1,新竹市,104
國立新竹教育大學,日,碩士,95,188,66,161,40,104,46,83,0,0,0,0,0,0,4,10,新竹市,104
國立新竹教育大學,日,學士,184,468,180,443,177,449,182,419,0,0,0,0,0,0,33,38,新竹市,104
國立新竹教育大學,職,碩士,31,123,25,135,16,54,13,34,7,23,4,29,4,13,2,21,新竹市,104
國立臺中教育大學,日,博士,10,11,12,10,8,9,11,12,5,9,11,3,5,6,1,3,臺中市,104
國立臺中教育大學,日,碩士,90,187,95,192,36,108,40,69,0,0,0,0,0,0,9,7,臺中市,104
國立臺中教育大學,日,學士,283,526,300,544,261,550,287,520,0,0,0,0,0,0,54,54,臺中市,104
國立臺中教育大學,職,碩士,24,141,37,122,14,56,8,10,0,0,0,0,0,0,8,15,臺中市,104
國立臺中教育大學,暑,碩士,13,56,23,39,22,30,11,24,14,4,6,5,0,0,4,4,臺中市,104
國立澎湖科技大學,日,碩士,19,15,14,13,3,4,1,1,0,0,0,0,0,0,0,0,澎湖縣,104
國立澎湖科技大學,日,四技,380,271,369,243,331,269,320,296,0,0,0,0,0,0,41,22,澎湖縣,104
國立澎湖科技大學,職,碩士,10,9,13,6,3,3,0,1,0,0,0,0,0,0,0,0,澎湖縣,104
國立澎湖科技大學,修,四技,38,50,35,51,33,42,31,43,0,0,0,0,0,0,3,1,澎湖縣,104
國立勤益科技大學,日,博士,2,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,臺中市,104
國立勤益科技大學,日,碩士,211,57,239,56,51,7,25,3,0,0,0,0,0,0,0,0,臺中市,104
國立勤益科技大學,日,四技,1187,569,1148,523,1125,463,983,490,0,0,0,0,0,0,173,53,臺中市,104
國立勤益科技大學,日,二技,0,0,0,0,36,1,60,18,0,0,0,0,0,0,2,0,臺中市,104
國立勤益科技大學,日,二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,臺中市,104
國立勤益科技大學,職,碩士,84,22,79,23,16,4,16,0,0,0,0,0,0,0,5,4,臺中市,104
國立勤益科技大學,修,四技,737,175,684,174,696,166,538,121,0,0,0,0,0,0,168,33,臺中市,104
國立勤益科技大學,修,二技,0,0,0,0,21,4,31,11,0,0,0,0,0,0,5,1,臺中市,104
國立勤益科技大學,修,二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,臺中市,104
國立體育大學,日,博士,21,7,15,7,13,5,12,12,14,8,5,6,6,6,0,0,桃園市,104
國立體育大學,日,碩士,64,72,56,44,41,24,19,15,0,0,0,0,0,0,0,0,桃園市,104
國立體育大學,日,學士,264,133,234,153,209,140,221,132,0,0,0,0,0,0,78,35,桃園市,104
國立體育大學,職,碩士,38,38,38,31,15,6,13,4,4,4,0,2,0,0,0,0,桃園市,104
國立體育大學,修,二年制,0,0,0,0,23,15,33,13,0,0,0,0,0,0,10,3,桃園市,104
國立臺北護理健康大學,日,博士,0,12,0,12,0,8,0,12,0,10,0,4,0,2,0,0,臺北市,104
國立臺北護理健康大學,日,碩士,35,151,24,143,16,116,10,90,0,0,0,0,0,0,0,0,臺北市,104
國立臺北護理健康大學,日,四技,155,522,156,447,121,398,125,402,0,0,0,0,0,0,18,29,臺北市,104
國立臺北護理健康大學,日,二技,0,0,0,0,22,372,10,351,0,0,0,0,0,0,0,5,臺北市,104
國立臺北護理健康大學,職,碩士,12,54,8,52,4,39,1,13,0,0,0,0,0,0,0,0,臺北市,104
國立臺北護理健康大學,修,二技,0,0,0,0,3,232,7,223,1,215,0,0,0,0,1,14,臺北市,104
國立高雄餐旅大學,日,博士,4,2,2,6,1,1,4,1,2,1,0,0,0,0,0,0,高雄市,104
國立高雄餐旅大學,日,碩士,28,57,23,47,5,20,4,4,0,0,0,0,0,0,0,1,高雄市,104
國立高雄餐旅大學,日,四技,228,599,212,597,197,579,200,563,0,0,0,0,0,0,18,10,高雄市,104
國立高雄餐旅大學,日,二技,0,0,0,0,10,38,10,33,0,0,0,0,0,0,2,0,高雄市,104
國立高雄餐旅大學,日,五專,20,31,17,33,10,25,13,13,15,34,0,0,0,0,2,0,高雄市,104
國立高雄餐旅大學,職,碩士,22,16,19,23,2,5,0,6,0,0,0,0,0,0,2,0,高雄市,104
國立高雄餐旅大學,修,四技,55,172,57,178,59,167,48,146,0,0,0,0,0,0,3,8,高雄市,104
國立高雄餐旅大學,修,二技,0,0,0,0,34,104,29,114,0,0,0,0,0,0,4,2,高雄市,104
國立高雄餐旅大學,修,4+X,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,高雄市,104
國立高雄餐旅大學,修,二專,32,89,50,89,0,0,0,0,0,0,0,0,0,0,10,8,高雄市,104
國立金門大學,日,碩士,53,28,42,28,26,10,8,4,0,0,0,0,0,0,0,0,金門縣,104
國立金門大學,日,學士,432,400,444,408,351,424,392,340,0,0,0,0,0,0,83,43,金門縣,104
國立金門大學,職,碩士,20,4,16,4,0,0,0,0,0,0,0,0,0,0,9,0,金門縣,104
國立金門大學,進,學士,145,99,113,78,93,72,94,83,0,0,0,0,0,0,28,15,金門縣,104
國立臺灣體育運動大學,日,碩士,46,48,49,32,27,25,19,13,0,0,0,0,0,0,5,13,臺中市,104
國立臺灣體育運動大學,日,學士,382,234,328,226,287,231,333,212,0,0,0,0,0,0,139,50,臺中市,104
國立臺灣體育運動大學,職,碩士,29,15,25,14,13,4,4,6,1,0,1,0,1,0,0,0,臺中市,104
國立臺灣體育運動大學,進,學士,70,29,64,22,55,21,70,20,0,0,0,0,0,0,21,8,臺中市,104
國立臺中科技大學,日,碩士,70,83,82,100,37,22,6,5,0,0,0,0,0,0,0,0,臺中市,104
國立臺中科技大學,日,四技,371,1032,342,881,321,835,355,788,0,0,0,0,0,0,52,64,臺中市,104
國立臺中科技大學,日,二技,0,0,0,0,135,675,136,536,0,0,0,0,0,0,8,43,臺中市,104
國立臺中科技大學,日,二專,0,0,0,52,0,0,0,0,0,0,0,0,0,0,3,12,臺中市,104
國立臺中科技大學,日,五專,137,583,162,633,127,633,160,612,144,594,0,0,0,0,12,28,臺中市,104
國立臺中科技大學,職,碩士,31,47,23,30,6,6,6,0,1,2,0,0,0,0,0,0,臺中市,104
國立臺中科技大學,修,四技,184,365,199,380,150,368,152,367,0,0,0,0,0,0,32,63,臺中市,104
國立臺中科技大學,修,二技,0,0,0,0,64,130,45,142,0,0,0,0,0,0,12,18,臺中市,104
國立臺中科技大學,修,二專,9,80,7,74,0,0,0,0,0,0,0,0,0,0,0,11,臺中市,104
國立臺北商業大學,日,碩士,28,37,20,52,10,4,3,1,0,0,0,0,0,0,0,0,臺北市,104
國立臺北商業大學,日,四技,142,413,167,383,129,378,159,336,0,0,0,0,0,0,15,41,臺北市,104
國立臺北商業大學,日,二技,0,0,0,0,70,308,61,247,0,0,0,0,0,0,5,22,臺北市,104
國立臺北商業大學,日,五專,114,281,117,284,93,299,96,283,73,302,0,0,0,0,14,22,臺北市,104
國立臺北商業大學,職,碩士,9,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,臺北市,104
國立臺北商業大學,修,四技,61,106,32,120,44,110,35,103,14,26,0,0,0,0,2,3,臺北市,104
國立臺北商業大學,修,二技,0,0,0,0,147,326,118,314,0,0,0,0,0,0,18,23,臺北市,104
國立臺北商業大學,修,二專,0,0,56,94,18,16,0,0,0,0,0,0,0,0,11,18,臺北市,104
國立屏東大學,日,博士,2,8,7,3,8,0,7,2,5,2,4,2,0,1,0,0,屏東縣,104
國立屏東大學,日,碩士,133,167,101,191,63,97,66,93,0,0,0,0,0,0,0,0,屏東縣,104
國立屏東大學,日,學士,641,1045,659,1004,644,957,580,984,0,0,0,0,0,0,111,82,屏東縣,104
國立屏東大學,日,二技,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,屏東縣,104
國立屏東大學,職,碩士,33,97,25,102,8,45,14,18,11,36,0,0,0,0,0,0,屏東縣,104
國立屏東大學,進,學士,42,52,66,84,50,83,56,103,0,0,0,0,0,0,33,28,屏東縣,104
國立屏東大學,暑,碩士,7,17,9,19,11,23,2,1,0,2,0,0,0,0,0,0,屏東縣,104
國立臺灣戲曲學院,日,四技,44,99,46,84,41,77,35,66,0,0,0,0,0,0,8,15,臺北市,104
國立臺灣戲曲學院,修,四技,12,10,7,8,8,15,0,0,0,0,0,0,0,0,0,0,臺北市,104
國立臺南護理專科學校,日,二專,5,51,1,42,0,0,0,0,0,0,0,0,0,0,0,1,臺南市,104
國立臺南護理專科學校,日,五專,23,348,27,328,26,331,12,320,11,331,0,0,0,0,1,5,臺南市,104
國立臺南護理專科學校,修,二專,6,33,3,36,0,0,0,0,0,0,0,0,0,0,1,4,臺南市,104
國立臺東專科學校,日,二專,161,91,162,68,0,0,0,0,0,0,0,0,0,0,9,3,臺東縣,104
國立臺東專科學校,日,五專,86,77,55,59,71,69,58,58,65,49,0,0,0,0,8,5,臺東縣,104
國立臺東專科學校,修,二專,24,24,23,34,0,0,0,0,0,0,0,0,0,0,4,0,臺東縣,104
東海大學,日,博士,27,18,15,15,22,10,18,12,15,9,24,12,14,16,0,0,臺中市,104
東海大學,日,碩士,240,235,267,208,156,118,123,112,0,0,0,0,0,0,0,0,臺中市,104
東海大學,日,學士,1518,1800,1555,1863,1433,1846,1400,1785,14,16,0,0,0,0,373,241,臺中市,104
東海大學,職,碩士,114,128,108,124,63,53,83,105,0,0,0,0,0,0,0,0,臺中市,104
東海大學,進,學士,55,68,85,65,63,50,56,59,33,54,0,0,0,0,24,13,臺中市,104
輔仁大學,日,博士,45,33,42,27,32,29,30,32,36,24,25,17,39,38,2,2,新北市,104
輔仁大學,日,碩士,322,408,302,316,175,227,166,233,0,0,0,0,0,0,5,11,新北市,104
輔仁大學,日,學士,1867,2505,1848,2553,1733,2580,1655,2360,36,9,29,12,29,15,563,487,新北市,104
輔仁大學,職,碩士,224,316,198,275,91,115,74,93,0,0,0,0,0,0,124,131,新北市,104
輔仁大學,修,二技,0,0,0,0,0,34,0,22,0,0,0,0,0,0,0,4,新北市,104
輔仁大學,進,學士,450,753,425,740,396,690,336,659,0,0,0,0,0,0,162,216,新北市,104
東吳大學,日,博士,10,10,10,9,11,3,5,8,4,9,6,3,8,6,0,0,臺北市,104
東吳大學,日,碩士,173,220,169,185,96,109,122,123,0,0,0,0,0,0,0,0,臺北市,104
東吳大學,日,學士,1169,1762,1125,1722,1103,1639,1018,1610,128,130,0,0,0,0,378,347,臺北市,104
東吳大學,職,碩士,166,175,113,169,91,95,62,59,53,67,52,53,0,0,0,0,臺北市,104
東吳大學,進,學士,78,184,66,181,81,155,77,154,54,124,0,0,0,0,22,35,臺北市,104
中原大學,日,博士,54,20,49,9,48,16,37,14,37,10,24,6,27,3,0,0,桃園市,104
中原大學,日,碩士,430,244,403,215,167,88,79,70,0,0,0,0,0,0,0,0,桃園市,104
中原大學,日,學士,1801,1452,1842,1408,1718,1370,1644,1254,68,91,0,0,0,0,429,189,桃園市,104
中原大學,日,4+X,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,桃園市,104
中原大學,職,碩士,198,136,151,114,118,42,67,21,62,21,36,21,0,0,0,0,桃園市,104
中原大學,進,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,桃園市,104
淡江大學,日,博士,63,18,41,27,56,26,0,0,0,0,0,0,0,0,173,92,新北市,104
淡江大學,日,碩士,466,295,418,262,0,0,0,0,0,0,0,0,0,0,272,259,新北市,104
淡江大學,日,學士,2572,2483,2543,2460,2509,2476,2370,2401,38,28,0,0,0,0,729,363,新北市,104
淡江大學,職,碩士,221,215,227,208,0,0,0,0,0,0,0,0,0,0,204,152,新北市,104
淡江大學,修,二技,0,0,0,0,5,13,9,12,2,8,0,0,0,0,0,2,新北市,104
淡江大學,進,學士,295,314,323,247,256,238,250,227,0,0,0,0,0,0,106,67,新北市,104
中國文化大學,日,博士,43,35,45,26,42,23,47,24,40,22,48,31,44,35,0,0,臺北市,104
中國文化大學,日,碩士,288,246,243,193,167,132,155,157,0,0,0,0,0,0,0,0,臺北市,104
中國文化大學,日,學士,2366,2771,2361,2761,2376,2615,2195,2584,0,0,0,0,0,0,772,547,臺北市,104
中國文化大學,職,碩士,76,127,72,101,48,65,39,35,0,0,0,0,0,0,21,19,臺北市,104
中國文化大學,修,二技,0,0,0,0,20,20,17,29,7,8,0,0,0,0,0,1,臺北市,104
中國文化大學,進,學士,265,278,240,358,232,341,193,369,0,0,0,0,0,0,125,154,臺北市,104
逢甲大學,日,博士,68,27,45,23,39,14,54,16,36,13,29,11,23,8,1,1,臺中市,104
逢甲大學,日,碩士,521,228,480,200,109,45,43,20,0,0,0,0,0,0,0,0,臺中市,104
逢甲大學,日,學士,2600,1539,2588,1611,2496,1583,2419,1547,53,45,0,0,0,0,478,104,臺中市,104
逢甲大學,職,碩士,276,169,260,172,78,33,54,21,37,10,0,0,0,0,0,0,臺中市,104
逢甲大學,進,學士,135,114,137,109,138,106,97,85,0,0,0,0,0,0,22,31,臺中市,104
靜宜大學,日,博士,5,3,3,4,2,1,5,2,1,1,1,1,7,0,0,0,臺中市,104
靜宜大學,日,碩士,79,143,60,88,55,72,45,38,0,0,0,0,0,0,0,0,臺中市,104
靜宜大學,日,學士,1008,1681,1074,1675,984,1740,951,1709,0,0,0,0,0,0,328,296,臺中市,104
靜宜大學,職,碩士,51,53,35,59,24,30,44,30,0,0,0,0,0,0,0,0,臺中市,104
靜宜大學,進,學士,0,0,0,0,0,0,20,17,0,0,0,0,0,0,5,5,臺中市,104
長庚大學,日,博士,64,30,59,24,53,21,48,24,40,20,46,19,45,12,30,15,桃園市,104
長庚大學,日,碩士,269,233,271,202,134,84,40,60,0,0,0,0,0,0,7,22,桃園市,104
長庚大學,日,學士,620,535,619,526,593,551,599,512,104,50,97,51,95,63,117,86,桃園市,104
長庚大學,職,碩士,37,38,50,33,36,17,23,5,13,14,18,12,0,0,0,0,桃園市,104
元智大學,日,博士,34,16,39,16,42,4,34,10,39,8,22,10,23,10,0,0,桃園市,104
元智大學,日,碩士,305,131,286,133,92,36,44,26,0,0,0,0,0,0,0,0,桃園市,104
元智大學,日,學士,1045,759,993,777,929,782,873,773,0,0,0,0,0,0,203,89,桃園市,104
元智大學,職,碩士,148,108,192,128,75,16,56,17,45,9,37,6,0,0,0,0,桃園市,104
中華大學,日,博士,18,4,23,5,12,4,13,1,15,4,8,2,11,3,3,0,新竹市,104
中華大學,日,碩士,202,202,102,41,43,12,33,10,0,0,0,0,0,0,0,0,新竹市,104
中華大學,日,學士,1050,712,974,660,962,658,937,683,0,0,0,0,0,0,334,92,新竹市,104
中華大學,職,碩士,77,71,47,35,15,3,12,1,0,0,0,0,0,0,0,0,新竹市,104
中華大學,修,二技,0,0,0,0,31,8,66,59,0,0,0,0,0,0,4,0,新竹市,104
中華大學,進,學士,50,25,20,11,30,23,33,16,0,0,0,0,0,0,2,1,新竹市,104
